run_utc,fichier,horizon_min,pas_min,energie_prevue_h,energie_mesuree_h,mae,rmse
2025-01-14T00:00:00Z,previsions/2025-01/pv_prev_20250114T00Z.csv.gz,1440,1,3.551,3.208,0.0392,0.0498
2025-01-14T06:00:00Z,previsions/2025-01/pv_prev_20250114T06Z.csv.gz,1440,1,3.632,3.208,0.0478,0.0577
2025-01-14T12:00:00Z,previsions/2025-01/pv_prev_20250114T12Z.csv.gz,1440,1,3.225,3.405,0.0265,0.0348
2025-01-14T18:00:00Z,previsions/2025-01/pv_prev_20250114T18Z.csv.gz,1440,1,3.078,3.462,0.0433,0.0498
2025-01-15T00:00:00Z,previsions/2025-01/pv_prev_20250115T00Z.csv.gz,1440,1,2.155,3.462,0.1471,0.1653
2025-01-15T06:00:00Z,previsions/2025-01/pv_prev_20250115T06Z.csv.gz,1440,1,3.091,3.462,0.0417,0.0466
2025-01-15T12:00:00Z,previsions/2025-01/pv_prev_20250115T12Z.csv.gz,1440,1,2.288,2.163,0.0208,0.0329
2025-01-15T18:00:00Z,previsions/2025-01/pv_prev_20250115T18Z.csv.gz,1440,1,0.573,1.188,0.0689,0.0825
2025-01-16T00:00:00Z,previsions/2025-01/pv_prev_20250116T00Z.csv.gz,1440,1,1.252,1.188,0.0231,0.0321
2025-01-16T06:00:00Z,previsions/2025-01/pv_prev_20250116T06Z.csv.gz,1440,1,1.249,1.188,0.0112,0.0140
2025-01-16T12:00:00Z,previsions/2025-01/pv_prev_20250116T12Z.csv.gz,1440,1,2.412,2.417,0.0114,0.0149
2025-01-16T18:00:00Z,previsions/2025-01/pv_prev_20250116T18Z.csv.gz,1440,1,3.475,3.419,0.0121,0.0171
2025-01-17T00:00:00Z,previsions/2025-01/pv_prev_20250117T00Z.csv.gz,1440,1,4.089,3.419,0.0751,0.0837
2025-01-17T06:00:00Z,previsions/2025-01/pv_prev_20250117T06Z.csv.gz,1440,1,3.596,3.419,0.0226,0.0310
2025-01-17T12:00:00Z,previsions/2025-01/pv_prev_20250117T12Z.csv.gz,1440,1,2.068,2.189,0.0270,0.0333
2025-01-17T18:00:00Z,previsions/2025-01/pv_prev_20250117T18Z.csv.gz,1440,1,1.288,1.140,0.0323,0.0430
2025-01-18T00:00:00Z,previsions/2025-01/pv_prev_20250118T00Z.csv.gz,1440,1,1.389,1.140,0.0329,0.0465
2025-01-18T06:00:00Z,previsions/2025-01/pv_prev_20250118T06Z.csv.gz,1440,1,1.744,1.140,0.0682,0.0870
2025-01-18T12:00:00Z,previsions/2025-01/pv_prev_20250118T12Z.csv.gz,1440,1,1.208,0.969,0.0303,0.0372
2025-01-18T18:00:00Z,previsions/2025-01/pv_prev_20250118T18Z.csv.gz,1440,1,1.181,0.787,0.0437,0.0539
2025-01-19T00:00:00Z,previsions/2025-01/pv_prev_20250119T00Z.csv.gz,1440,1,0.839,0.787,0.0157,0.0206
2025-01-19T06:00:00Z,previsions/2025-01/pv_prev_20250119T06Z.csv.gz,1440,1,0.745,0.787,0.0124,0.0163
2025-01-19T12:00:00Z,previsions/2025-01/pv_prev_20250119T12Z.csv.gz,1440,1,0.561,0.578,0.0064,0.0097
2025-01-19T18:00:00Z,previsions/2025-01/pv_prev_20250119T18Z.csv.gz,1440,1,0.454,0.516,0.0086,0.0114
2025-01-20T00:00:00Z,previsions/2025-01/pv_prev_20250120T00Z.csv.gz,1440,1,0.452,0.516,0.0088,0.0119
2025-01-20T06:00:00Z,previsions/2025-01/pv_prev_20250120T06Z.csv.gz,1440,1,0.465,0.516,0.0078,0.0106
2025-01-20T12:00:00Z,previsions/2025-01/pv_prev_20250120T12Z.csv.gz,1440,1,2.537,2.180,0.0397,0.0566
2025-01-20T18:00:00Z,previsions/2025-01/pv_prev_20250120T18Z.csv.gz,1440,1,4.203,3.670,0.0588,0.0671
2025-01-21T00:00:00Z,previsions/2025-01/pv_prev_20250121T00Z.csv.gz,1440,1,4.028,3.670,0.0395,0.0452
2025-01-21T06:00:00Z,previsions/2025-01/pv_prev_20250121T06Z.csv.gz,1440,1,3.225,3.670,0.0490,0.0570
2025-01-21T12:00:00Z,previsions/2025-01/pv_prev_20250121T12Z.csv.gz,1440,1,3.769,3.578,0.0248,0.0413
2025-01-21T18:00:00Z,previsions/2025-01/pv_prev_20250121T18Z.csv.gz,1440,1,4.058,3.609,0.0494,0.0633
2025-01-22T00:00:00Z,previsions/2025-01/pv_prev_20250122T00Z.csv.gz,1440,1,3.973,3.609,0.0423,0.0590
2025-01-22T06:00:00Z,previsions/2025-01/pv_prev_20250122T06Z.csv.gz,1440,1,4.002,3.609,0.0431,0.0513
2025-01-22T12:00:00Z,previsions/2025-01/pv_prev_20250122T12Z.csv.gz,1440,1,3.849,2.613,0.1355,0.1915
2025-01-22T18:00:00Z,previsions/2025-01/pv_prev_20250122T18Z.csv.gz,1440,1,0.700,1.916,0.1341,0.1617
2025-01-23T00:00:00Z,previsions/2025-01/pv_prev_20250123T00Z.csv.gz,1440,1,2.338,1.916,0.0542,0.0723
2025-01-23T06:00:00Z,previsions/2025-01/pv_prev_20250123T06Z.csv.gz,1440,1,1.303,1.916,0.0729,0.0909
2025-01-23T12:00:00Z,previsions/2025-01/pv_prev_20250123T12Z.csv.gz,1440,1,1.413,1.700,0.0340,0.0437
2025-01-23T18:00:00Z,previsions/2025-01/pv_prev_20250123T18Z.csv.gz,1440,1,1.177,1.177,0.0334,0.0426
2025-01-24T00:00:00Z,previsions/2025-01/pv_prev_20250124T00Z.csv.gz,1440,1,1.660,1.177,0.0528,0.0673
2025-01-24T06:00:00Z,previsions/2025-01/pv_prev_20250124T06Z.csv.gz,1440,1,1.290,1.177,0.0168,0.0267
2025-01-24T12:00:00Z,previsions/2025-01/pv_prev_20250124T12Z.csv.gz,1440,1,0.762,1.771,0.1151,0.1690
2025-01-24T18:00:00Z,previsions/2025-01/pv_prev_20250124T18Z.csv.gz,1440,1,0.720,2.727,0.2197,0.2664
2025-01-25T00:00:00Z,previsions/2025-01/pv_prev_20250125T00Z.csv.gz,1440,1,0.771,2.727,0.2144,0.2564
2025-01-25T06:00:00Z,previsions/2025-01/pv_prev_20250125T06Z.csv.gz,1440,1,2.783,2.727,0.0359,0.0588
2025-01-25T12:00:00Z,previsions/2025-01/pv_prev_20250125T12Z.csv.gz,1440,1,2.948,3.583,0.0735,0.0889
2025-01-25T18:00:00Z,previsions/2025-01/pv_prev_20250125T18Z.csv.gz,1440,1,4.124,3.940,0.0253,0.0332
2025-01-26T00:00:00Z,previsions/2025-01/pv_prev_20250126T00Z.csv.gz,1440,1,4.011,3.940,0.0166,0.0221
2025-01-26T06:00:00Z,previsions/2025-01/pv_prev_20250126T06Z.csv.gz,1440,1,3.978,3.940,0.0127,0.0161
2025-01-26T12:00:00Z,previsions/2025-01/pv_prev_20250126T12Z.csv.gz,1440,1,3.834,3.963,0.0250,0.0396
2025-01-26T18:00:00Z,previsions/2025-01/pv_prev_20250126T18Z.csv.gz,1440,1,4.424,4.017,0.0438,0.0487
2025-01-27T00:00:00Z,previsions/2025-01/pv_prev_20250127T00Z.csv.gz,1440,1,4.304,4.017,0.0372,0.0440
2025-01-27T06:00:00Z,previsions/2025-01/pv_prev_20250127T06Z.csv.gz,1440,1,3.618,4.017,0.0428,0.0488
2025-01-27T12:00:00Z,previsions/2025-01/pv_prev_20250127T12Z.csv.gz,1440,1,4.226,3.987,0.0386,0.0516
2025-01-27T18:00:00Z,previsions/2025-01/pv_prev_20250127T18Z.csv.gz,1440,1,3.648,3.809,0.0200,0.0260
2025-01-28T00:00:00Z,previsions/2025-01/pv_prev_20250128T00Z.csv.gz,1440,1,3.879,3.809,0.0247,0.0325
2025-01-28T06:00:00Z,previsions/2025-01/pv_prev_20250128T06Z.csv.gz,1440,1,4.337,3.809,0.0565,0.0634
2025-01-28T12:00:00Z,previsions/2025-01/pv_prev_20250128T12Z.csv.gz,1440,1,4.004,3.605,0.0427,0.0576
2025-01-28T18:00:00Z,previsions/2025-01/pv_prev_20250128T18Z.csv.gz,1440,1,3.113,3.551,0.0468,0.0552
2025-01-29T00:00:00Z,previsions/2025-01/pv_prev_20250129T00Z.csv.gz,1440,1,3.200,3.551,0.0380,0.0462
2025-01-29T06:00:00Z,previsions/2025-01/pv_prev_20250129T06Z.csv.gz,1440,1,4.249,3.551,0.0745,0.0851
2025-01-29T12:00:00Z,previsions/2025-01/pv_prev_20250129T12Z.csv.gz,1440,1,3.307,3.761,0.0484,0.0632
2025-01-29T18:00:00Z,previsions/2025-01/pv_prev_20250129T18Z.csv.gz,1440,1,3.303,3.766,0.0506,0.0649
2025-01-30T00:00:00Z,previsions/2025-01/pv_prev_20250130T00Z.csv.gz,1440,1,3.713,3.766,0.0140,0.0185
2025-01-30T06:00:00Z,previsions/2025-01/pv_prev_20250130T06Z.csv.gz,1440,1,3.690,3.766,0.0166,0.0207
2025-01-30T12:00:00Z,previsions/2025-01/pv_prev_20250130T12Z.csv.gz,1440,1,1.629,2.483,0.0905,0.1298
2025-01-30T18:00:00Z,previsions/2025-01/pv_prev_20250130T18Z.csv.gz,1440,1,1.467,1.492,0.0322,0.0433
2025-01-31T00:00:00Z,previsions/2025-01/pv_prev_20250131T00Z.csv.gz,1440,1,0.951,1.492,0.0593,0.0757
2025-01-31T06:00:00Z,previsions/2025-01/pv_prev_20250131T06Z.csv.gz,1440,1,1.577,1.492,0.0153,0.0274
2025-01-31T12:00:00Z,previsions/2025-01/pv_prev_20250131T12Z.csv.gz,1440,1,2.902,2.459,0.0627,0.1117
2025-01-31T18:00:00Z,previsions/2025-01/pv_prev_20250131T18Z.csv.gz,1440,1,0.330,3.123,0.2940,0.3397
2025-02-01T00:00:00Z,previsions/2025-02/pv_prev_20250201T00Z.csv.gz,1440,1,3.883,3.123,0.0870,0.1191
2025-02-01T06:00:00Z,previsions/2025-02/pv_prev_20250201T06Z.csv.gz,1440,1,3.520,3.123,0.0687,0.1038
2025-02-01T12:00:00Z,previsions/2025-02/pv_prev_20250201T12Z.csv.gz,1440,1,2.270,1.932,0.0457,0.0632
2025-02-01T18:00:00Z,previsions/2025-02/pv_prev_20250201T18Z.csv.gz,1440,1,0.961,1.027,0.0080,0.0114
2025-02-02T00:00:00Z,previsions/2025-02/pv_prev_20250202T00Z.csv.gz,1440,1,1.098,1.027,0.0088,0.0115
2025-02-02T06:00:00Z,previsions/2025-02/pv_prev_20250202T06Z.csv.gz,1440,1,1.269,1.027,0.0254,0.0289
2025-02-02T12:00:00Z,previsions/2025-02/pv_prev_20250202T12Z.csv.gz,1440,1,0.868,0.971,0.0140,0.0232
2025-02-02T18:00:00Z,previsions/2025-02/pv_prev_20250202T18Z.csv.gz,1440,1,1.277,1.000,0.0292,0.0387
2025-02-03T00:00:00Z,previsions/2025-02/pv_prev_20250203T00Z.csv.gz,1440,1,0.909,1.000,0.0129,0.0198
2025-02-03T06:00:00Z,previsions/2025-02/pv_prev_20250203T06Z.csv.gz,1440,1,0.808,1.000,0.0213,0.0277
2025-02-03T12:00:00Z,previsions/2025-02/pv_prev_20250203T12Z.csv.gz,1440,1,1.041,1.740,0.0729,0.1380
2025-02-03T18:00:00Z,previsions/2025-02/pv_prev_20250203T18Z.csv.gz,1440,1,2.814,2.241,0.0629,0.0864
2025-02-04T00:00:00Z,previsions/2025-02/pv_prev_20250204T00Z.csv.gz,1440,1,3.002,2.241,0.0828,0.1298
2025-02-04T06:00:00Z,previsions/2025-02/pv_prev_20250204T06Z.csv.gz,1440,1,2.623,2.241,0.0414,0.0582
2025-02-04T12:00:00Z,previsions/2025-02/pv_prev_20250204T12Z.csv.gz,1440,1,3.794,3.311,0.0506,0.0596
2025-02-04T18:00:00Z,previsions/2025-02/pv_prev_20250204T18Z.csv.gz,1440,1,3.555,4.266,0.0737,0.0826
2025-02-05T00:00:00Z,previsions/2025-02/pv_prev_20250205T00Z.csv.gz,1440,1,4.258,4.266,0.0190,0.0238
2025-02-05T06:00:00Z,previsions/2025-02/pv_prev_20250205T06Z.csv.gz,1440,1,3.961,4.266,0.0331,0.0394
2025-02-05T12:00:00Z,previsions/2025-02/pv_prev_20250205T12Z.csv.gz,1440,1,2.382,2.396,0.0077,0.0104
2025-02-05T18:00:00Z,previsions/2025-02/pv_prev_20250205T18Z.csv.gz,1440,1,0.888,0.858,0.0091,0.0125
2025-02-06T00:00:00Z,previsions/2025-02/pv_prev_20250206T00Z.csv.gz,1440,1,1.038,0.858,0.0188,0.0236
2025-02-06T06:00:00Z,previsions/2025-02/pv_prev_20250206T06Z.csv.gz,1440,1,0.969,0.858,0.0119,0.0158
2025-02-06T12:00:00Z,previsions/2025-02/pv_prev_20250206T12Z.csv.gz,1440,1,1.703,2.151,0.0523,0.0870
2025-02-06T18:00:00Z,previsions/2025-02/pv_prev_20250206T18Z.csv.gz,1440,1,0.936,2.858,0.1973,0.2411
2025-02-07T00:00:00Z,previsions/2025-02/pv_prev_20250207T00Z.csv.gz,1440,1,4.705,2.858,0.1895,0.2188
2025-02-07T06:00:00Z,previsions/2025-02/pv_prev_20250207T06Z.csv.gz,1440,1,2.862,2.858,0.0264,0.0420
2025-02-07T12:00:00Z,previsions/2025-02/pv_prev_20250207T12Z.csv.gz,1440,1,2.833,3.087,0.0388,0.0551
2025-02-07T18:00:00Z,previsions/2025-02/pv_prev_20250207T18Z.csv.gz,1440,1,4.904,3.920,0.1004,0.1112
2025-02-08T00:00:00Z,previsions/2025-02/pv_prev_20250208T00Z.csv.gz,1440,1,5.009,3.920,0.1111,0.1230
2025-02-08T06:00:00Z,previsions/2025-02/pv_prev_20250208T06Z.csv.gz,1440,1,2.842,3.920,0.1100,0.1254
2025-02-08T12:00:00Z,previsions/2025-02/pv_prev_20250208T12Z.csv.gz,1440,1,4.816,4.044,0.0787,0.0967
2025-02-08T18:00:00Z,previsions/2025-02/pv_prev_20250208T18Z.csv.gz,1440,1,4.047,3.994,0.0157,0.0200
2025-02-09T00:00:00Z,previsions/2025-02/pv_prev_20250209T00Z.csv.gz,1440,1,2.669,3.994,0.1348,0.1518
2025-02-09T06:00:00Z,previsions/2025-02/pv_prev_20250209T06Z.csv.gz,1440,1,5.037,3.994,0.1060,0.1181
2025-02-09T12:00:00Z,previsions/2025-02/pv_prev_20250209T12Z.csv.gz,1440,1,3.198,4.054,0.0868,0.1084
2025-02-09T18:00:00Z,previsions/2025-02/pv_prev_20250209T18Z.csv.gz,1440,1,2.532,4.267,0.1753,0.1921
2025-02-10T00:00:00Z,previsions/2025-02/pv_prev_20250210T00Z.csv.gz,1440,1,4.947,4.267,0.0687,0.0775
2025-02-10T06:00:00Z,previsions/2025-02/pv_prev_20250210T06Z.csv.gz,1440,1,4.889,4.267,0.0628,0.0722
2025-02-10T12:00:00Z,previsions/2025-02/pv_prev_20250210T12Z.csv.gz,1440,1,4.948,4.492,0.0462,0.0650
2025-02-10T18:00:00Z,previsions/2025-02/pv_prev_20250210T18Z.csv.gz,1440,1,4.436,4.431,0.0409,0.0541
2025-02-11T00:00:00Z,previsions/2025-02/pv_prev_20250211T00Z.csv.gz,1440,1,3.554,4.431,0.0884,0.1051
2025-02-11T06:00:00Z,previsions/2025-02/pv_prev_20250211T06Z.csv.gz,1440,1,3.734,4.431,0.0701,0.0853
2025-02-11T12:00:00Z,previsions/2025-02/pv_prev_20250211T12Z.csv.gz,1440,1,4.243,4.588,0.0348,0.0405
2025-02-11T18:00:00Z,previsions/2025-02/pv_prev_20250211T18Z.csv.gz,1440,1,3.281,4.746,0.1468,0.1679
2025-02-12T00:00:00Z,previsions/2025-02/pv_prev_20250212T00Z.csv.gz,1440,1,5.300,4.746,0.0555,0.0647
2025-02-12T06:00:00Z,previsions/2025-02/pv_prev_20250212T06Z.csv.gz,1440,1,5.058,4.746,0.0339,0.0435
2025-02-12T12:00:00Z,previsions/2025-02/pv_prev_20250212T12Z.csv.gz,1440,1,5.061,4.416,0.0645,0.0870
2025-02-12T18:00:00Z,previsions/2025-02/pv_prev_20250212T18Z.csv.gz,1440,1,4.743,4.200,0.0542,0.0631
2025-02-13T00:00:00Z,previsions/2025-02/pv_prev_20250213T00Z.csv.gz,1440,1,3.301,4.200,0.0895,0.1020
2025-02-13T06:00:00Z,previsions/2025-02/pv_prev_20250213T06Z.csv.gz,1440,1,4.139,4.200,0.0120,0.0172
2025-02-13T12:00:00Z,previsions/2025-02/pv_prev_20250213T12Z.csv.gz,1440,1,3.983,4.225,0.0263,0.0378
2025-02-13T18:00:00Z,previsions/2025-02/pv_prev_20250213T18Z.csv.gz,1440,1,3.323,4.406,0.1075,0.1287
2025-02-14T00:00:00Z,previsions/2025-02/pv_prev_20250214T00Z.csv.gz,1440,1,3.767,4.406,0.0635,0.0762
2025-02-14T06:00:00Z,previsions/2025-02/pv_prev_20250214T06Z.csv.gz,1440,1,3.429,4.406,0.0970,0.1113
2025-02-14T12:00:00Z,previsions/2025-02/pv_prev_20250214T12Z.csv.gz,1440,1,4.897,4.407,0.0485,0.0715
2025-02-14T18:00:00Z,previsions/2025-02/pv_prev_20250214T18Z.csv.gz,1440,1,5.334,4.164,0.1155,0.1331
2025-02-15T00:00:00Z,previsions/2025-02/pv_prev_20250215T00Z.csv.gz,1440,1,3.918,4.164,0.0307,0.0427
2025-02-15T06:00:00Z,previsions/2025-02/pv_prev_20250215T06Z.csv.gz,1440,1,3.670,4.164,0.0488,0.0579
2025-02-15T12:00:00Z,previsions/2025-02/pv_prev_20250215T12Z.csv.gz,1440,1,4.676,4.380,0.0308,0.0378
2025-02-15T18:00:00Z,previsions/2025-02/pv_prev_20250215T18Z.csv.gz,1440,1,4.602,4.768,0.0216,0.0285
2025-02-16T00:00:00Z,previsions/2025-02/pv_prev_20250216T00Z.csv.gz,1440,1,4.876,4.768,0.0205,0.0269
2025-02-16T06:00:00Z,previsions/2025-02/pv_prev_20250216T06Z.csv.gz,1440,1,4.798,4.768,0.0166,0.0224
2025-02-16T12:00:00Z,previsions/2025-02/pv_prev_20250216T12Z.csv.gz,1440,1,3.854,5.008,0.1131,0.1693
2025-02-16T18:00:00Z,previsions/2025-02/pv_prev_20250216T18Z.csv.gz,1440,1,3.892,4.962,0.1045,0.1217
2025-02-17T00:00:00Z,previsions/2025-02/pv_prev_20250217T00Z.csv.gz,1440,1,5.573,4.962,0.0597,0.0698
2025-02-17T06:00:00Z,previsions/2025-02/pv_prev_20250217T06Z.csv.gz,1440,1,5.478,4.962,0.0505,0.0619
2025-02-17T12:00:00Z,previsions/2025-02/pv_prev_20250217T12Z.csv.gz,1440,1,5.527,4.858,0.0653,0.0752
2025-02-17T18:00:00Z,previsions/2025-02/pv_prev_20250217T18Z.csv.gz,1440,1,5.594,5.027,0.0552,0.0667
2025-02-18T00:00:00Z,previsions/2025-02/pv_prev_20250218T00Z.csv.gz,1440,1,4.787,5.027,0.0301,0.0388
2025-02-18T06:00:00Z,previsions/2025-02/pv_prev_20250218T06Z.csv.gz,1440,1,5.367,5.027,0.0333,0.0414
2025-02-18T12:00:00Z,previsions/2025-02/pv_prev_20250218T12Z.csv.gz,1440,1,3.928,4.432,0.0539,0.0794
2025-02-18T18:00:00Z,previsions/2025-02/pv_prev_20250218T18Z.csv.gz,1440,1,4.328,3.779,0.0805,0.0955
2025-02-19T00:00:00Z,previsions/2025-02/pv_prev_20250219T00Z.csv.gz,1440,1,2.710,3.779,0.1053,0.1208
2025-02-19T06:00:00Z,previsions/2025-02/pv_prev_20250219T06Z.csv.gz,1440,1,3.906,3.779,0.0277,0.0371
2025-02-19T12:00:00Z,previsions/2025-02/pv_prev_20250219T12Z.csv.gz,1440,1,3.091,2.693,0.0696,0.1244
2025-02-19T18:00:00Z,previsions/2025-02/pv_prev_20250219T18Z.csv.gz,1440,1,1.534,2.358,0.0936,0.1314
2025-02-20T00:00:00Z,previsions/2025-02/pv_prev_20250220T00Z.csv.gz,1440,1,2.096,2.358,0.0521,0.0727
2025-02-20T06:00:00Z,previsions/2025-02/pv_prev_20250220T06Z.csv.gz,1440,1,2.958,2.358,0.0621,0.0890
2025-02-20T12:00:00Z,previsions/2025-02/pv_prev_20250220T12Z.csv.gz,1440,1,2.180,1.852,0.0336,0.0445
2025-02-20T18:00:00Z,previsions/2025-02/pv_prev_20250220T18Z.csv.gz,1440,1,1.059,0.955,0.0188,0.0241
2025-02-21T00:00:00Z,previsions/2025-02/pv_prev_20250221T00Z.csv.gz,1440,1,0.885,0.955,0.0166,0.0242
2025-02-21T06:00:00Z,previsions/2025-02/pv_prev_20250221T06Z.csv.gz,1440,1,1.048,0.955,0.0105,0.0157
2025-02-21T12:00:00Z,previsions/2025-02/pv_prev_20250221T12Z.csv.gz,1440,1,1.334,1.155,0.0235,0.0386
